Area_Type,Area_Name,Year,Time_Period,Ownership,NAICS_Level,NAICS_Code,Industry_Name,Establishments,Average_Monthly_Employment,1st_Month_Emp,2nd_Month_Emp,3rd_Month_Emp,Total_Wages,Average_Weekly_Wages
County,Santa Barbara County,2020,Annual,Private,6,334290,Other Communications Equipment Mfg,3,15,0,0,0,6112432,7925
County,Santa Barbara County,2020,Annual,Private,6,541720,Social Science/Humanities Research,5,265,0,0,0,56478606,4102
County,Santa Barbara County,2020,Annual,Private,5,52311,Investment Banking & Securities Dealing,15,137,0,0,0,26597416,3745
County,Santa Barbara County,2020,Annual,Private,6,524127,Direct Title Insurance Carriers,15,96,0,0,0,17652735,3521
County,Santa Barbara County,2020,Annual,Private,5,52391,Miscellaneous Intermediation,10,17,0,0,0,2991895,3319
County,Santa Barbara County,2020,Annual,Private,4,5231,Security & Commodity Investment Activity,56,348,0,0,0,59510531,3287
County,Santa Barbara County,2020,Annual,Private,5,54183,Media Buying Agencies,3,36,0,0,0,5933470,3214
County,Santa Barbara County,2020,Annual,Private,6,523120,Securities Brokerage,38,202,0,0,0,32327833,3074
County,Santa Barbara County,2020,Annual,Private,6,541511,Custom Computer Programming Services,104,2208,0,0,0,338967870,2952
County,Santa Barbara County,2020,Annual,Private,3,523,Financial Investment & Related Activity,181,828,0,0,0,121749911,2827
County,Santa Clara County,2020,Annual,Private,5,51919,All Other Information Services,8,172,0,0,0,123404168,13791
County,Santa Clara County,2020,Annual,Private,5,71121,Spectator Sports,29,518,0,0,0,347172159,12883
County,Santa Clara County,2020,Annual,Private,6,541513,Computer Facilities Management Services,36,3482,0,0,0,1509347348,8337
County,Santa Clara County,2020,Annual,Private,6,334111,Electronic Computer Manufacturing,43,54412,0,0,0,22269402375,7871
County,Santa Clara County,2020,Annual,Private,4,3341,Computers and Peripheral Equipment,82,56788,0,0,0,22838356118,7734
County,Santa Clara County,2020,Annual,Private,6,424110,Printing Paper Merchant Wholesalers,4,31,0,0,0,12203583,7674
County,Santa Clara County,2020,Annual,Private,3,519,Other Information Services,331,52623,0,0,0,20863125561,7624
County,Santa Clara County,2020,Annual,Private,5,51913,"Internet Publishing, Broadcasting, Web Search",320,52444,0,0,0,20738902508,7605
County,Santa Clara County,2020,Annual,Private,5,52391,Miscellaneous Intermediation,146,1263,0,0,0,474846301,7233
County,Santa Clara County,2020,Annual,Private,6,551114,Managing Offices,183,14629,0,0,0,5483464076,7208
County,Santa Cruz County,2020,Annual,Private,6,541511,Custom Computer Programming Services,83,703,0,0,0,232347567,6360
County,Santa Cruz County,2020,Annual,Private,6,522292,Real Estate Credit,12,65,0,0,0,18611597,5506
County,Santa Cruz County,2020,Annual,Private,5,54151,Computer Systems Design and Rel Services,151,985,0,0,0,263637800,5146
County,Santa Cruz County,2020,Annual,Private,4,5222,Nondepository Credit Intermediation,18,80,0,0,0,19379388,4663
County,Santa Cruz County,2020,Annual,Private,6,523120,Securities Brokerage,20,75,0,0,0,15417380,3975
County,Santa Cruz County,2020,Annual,Private,5,54119,Other Legal Services,8,33,0,0,0,6574261,3880
County,Santa Cruz County,2020,Annual,Private,4,5231,Security & Commodity Investment Activity,25,113,0,0,0,18932339,3215
County,Santa Cruz County,2020,Annual,Private,6,523920,Portfolio Management,10,41,0,0,0,6844865,3198
County,Santa Cruz County,2020,Annual,Private,5,55111,Management of Companies and Enterprises,27,1420,0,0,0,216786272,2936
County,Santa Cruz County,2020,Annual,Federal Government,5,92212,Police Protection,1,15,0,0,0,2181635,2844
County,Shasta County,2020,Annual,Private,5,52311,Investment Banking & Securities Dealing,4,16,0,0,0,3038716,3652
County,Shasta County,2020,Annual,Federal Government,6,922130,Legal Counsel and Prosecution,1,1,0,0,0,188386,3623
County,Shasta County,2020,Annual,Private,6,523930,Investment Advice,7,22,0,0,0,3684865,3283
County,Shasta County,2020,Annual,Private,6,522292,Real Estate Credit,15,105,0,0,0,16918662,3089
County,Shasta County,2020,Annual,Private,5,42391,Sporting Good Merchant Wholesalers,3,13,0,0,0,1895545,2804
County,Shasta County,2020,Annual,Private,5,52229,Other Nondeposit Credit Intermediation,21,123,0,0,0,17743953,2776
County,Shasta County,2020,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,6,49,0,0,0,6679492,2613
County,Shasta County,2020,Annual,Private,3,221,Utilities,15,396,0,0,0,53467943,2596
County,Shasta County,2020,Annual,Federal Government,5,92113,Public Finance Activities,1,4,0,0,0,590818,2573
County,Shasta County,2020,Annual,Private,4,4246,Chemical Merchant Wholesalers,3,19,0,0,0,2471364,2448
County,Sierra County,2020,Annual,Private,3,813,Membership Organizations & Associations,3,3,0,0,0,274125,1710
County,Sierra County,2020,Annual,Federal Government,4,9241,Administration of Environmental Programs,2,32,0,0,0,2336172,1408
County,Sierra County,2020,Annual,Federal Government,2,1028,Public Administration,3,34,0,0,0,2385638,1356
County,Sierra County,2020,Annual,Federal Government,1,102,Service-Providing,10,41,0,0,0,2605140,1229
County,Sierra County,2020,Annual,Private,5,56173,Landscaping Services,3,11,0,0,0,617576,1072
County,Sierra County,2020,Annual,Private,2,1012,Construction,10,21,0,0,0,1100312,1024
County,Sierra County,2020,Annual,Private,2,1024,Professional and Business Services,4,13,0,0,0,646576,975
County,Sierra County,2020,Annual,Private,1,101,Goods-Producing,19,39,0,0,0,1771372,872
County,Sierra County,2020,Annual,Local Government,3,921,"Executive, Legislative, & Gen Government",4,40,0,0,0,1811029,863
County,Sierra County,2020,Annual,Total Covered,0,10,"Total, All Industries",134,517,0,0,0,21769292,809
County,Siskiyou County,2020,Annual,Federal Government,5,92615,Licensing/Regulating Commercial Sectors,1,82,0,0,0,10636281,2487
County,Siskiyou County,2020,Annual,Private,2,22,Utilities,10,48,0,0,0,5698958,2287
County,Siskiyou County,2020,Annual,Private,4,4233,Lumber and Supply Merchant Wholesalers,3,16,0,0,0,1647303,2044
County,Siskiyou County,2020,Annual,Federal Government,5,92411,"Air, Water and Waste Program Admin",2,4,0,0,0,420098,2020
County,Siskiyou County,2020,Annual,Federal Government,4,9261,Administration of Economic Programs,4,114,0,0,0,11731690,1979
County,Siskiyou County,2020,Annual,Federal Government,3,522,Credit Intermediation & Related Activity,1,1,0,0,0,100247,1928
County,Siskiyou County,2020,Annual,Private,5,51731,Wired and Wireless Telecommunications Carriers,6,84,0,0,0,7862117,1805
County,Siskiyou County,2020,Annual,Private,4,6211,Offices of Physicians,37,158,0,0,0,14482004,1759
County,Siskiyou County,2020,Annual,Private,5,55111,Management of Companies and Enterprises,5,15,0,0,0,1359538,1733
County,Siskiyou County,2020,Annual,Private,6,238222,Nonresidential Plumbing/HVAC Contractors,3,38,0,0,0,3367136,1689
County,Solano County,2020,Annual,Private,6,522292,Real Estate Credit,20,84,0,0,0,20826775,4787
County,Solano County,2020,Annual,Private,6,325412,Pharmaceutical Preparation Manufacturing,6,2927,0,0,0,710622830,4669
County,Solano County,2020,Annual,Private,4,3254,Pharmaceutical & Medicine Manufacturing,9,2962,0,0,0,712216649,4624
County,Solano County,2020,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,14,117,0,0,0,26980500,4451
County,Solano County,2020,Annual,Private,3,325,Chemical Manufacturing,25,3338,0,0,0,743003775,4281
County,Solano County,2020,Annual,Private,4,5222,Nondepository Credit Intermediation,34,121,0,0,0,22425206,3569
County,Solano County,2020,Annual,Private,4,5223,Activities Rel to Credit Intermediation,32,164,0,0,0,28729183,3372
County,Solano County,2020,Annual,Private,3,221,Utilities,11,592,0,0,0,100085020,3250
County,Solano County,2020,Annual,Federal Government,5,92314,Administration of Veterans' Affairs,1,1,0,0,0,162434,3124
County,Solano County,2020,Annual,Federal Government,6,922120,Police Protection,1,7,0,0,0,1041769,2896
County,Sonoma County,2020,Annual,Private,6,334413,Semiconductor and Related Devices,8,330,0,0,0,203471361,11845
County,Sonoma County,2020,Annual,Private,5,11233,Turkey Production,3,5,0,0,0,1602597,5965
County,Sonoma County,2020,Annual,Private,5,33441,Semiconductor and Electronic Components,15,823,0,0,0,238319607,5568
County,Sonoma County,2020,Annual,Private,5,52311,Investment Banking & Securities Dealing,10,51,0,0,0,11226486,4206
County,Sonoma County,2020,Annual,Private,6,621512,Diagnostic Imaging Centers,3,34,0,0,0,6973108,3963
County,Sonoma County,2020,Annual,Private,3,334,Computer and Electronic Product Mfg,59,3118,0,0,0,580391289,3580
County,Sonoma County,2020,Annual,Private,4,5222,Nondepository Credit Intermediation,44,450,0,0,0,81647721,3492
County,Sonoma County,2020,Annual,Private,4,3345,Electronic Instrument Manufacturing,27,1958,0,0,0,315907750,3103
County,Sonoma County,2020,Annual,Private,6,523930,Investment Advice,83,251,0,0,0,39357024,3021
County,Sonoma County,2020,Annual,Private,6,523920,Portfolio Management,26,93,0,0,0,14529879,2999
County,Stanislaus County,2020,Annual,Private,4,5122,Sound Recording Industries,3,3,0,0,0,641134,4110
County,Stanislaus County,2020,Annual,Private,5,52312,Securities Brokerage,20,73,0,0,0,13039758,3427
County,Stanislaus County,2020,Annual,Private,6,621491,HMO Medical Centers,18,2919,0,0,0,429124015,2827
County,Stanislaus County,2020,Annual,Private,6,522292,Real Estate Credit,42,287,0,0,0,39450962,2647
County,Stanislaus County,2020,Annual,Private,5,62149,Other Outpatient Care Centers,50,3561,0,0,0,472826439,2553
County,Stanislaus County,2020,Annual,Private,5,56221,Waste Treatment and Disposal,3,109,0,0,0,14013724,2474
County,Stanislaus County,2020,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,25,105,0,0,0,13490954,2473
County,Stanislaus County,2020,Annual,Private,4,3241,Petroleum & Coal Products Manufacturing,3,58,0,0,0,7273441,2433
County,Stanislaus County,2020,Annual,Private,4,5222,Nondepository Credit Intermediation,64,371,0,0,0,45693165,2369
County,Stanislaus County,2020,Annual,Private,4,6214,Outpatient Care Centers,78,4209,0,0,0,503716241,2301
County,Sutter County,2020,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,6,25,0,0,0,4067894,3140
County,Sutter County,2020,Annual,Private,6,522292,Real Estate Credit,7,28,0,0,0,4335978,3032
County,Sutter County,2020,Annual,Private,5,62111,Offices of Physicians,61,506,0,0,0,74251396,2824
County,Sutter County,2020,Annual,Private,4,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,3,73,0,0,0,10184551,2680
County,Sutter County,2020,Annual,Private,4,5222,Nondepository Credit Intermediation,11,54,0,0,0,7184868,2575
County,Sutter County,2020,Annual,Private,4,5223,Activities Rel to Credit Intermediation,10,43,0,0,0,4549871,2023
County,Sutter County,2020,Annual,Private,4,8139,Professional and Similar Organizations,11,32,0,0,0,3144891,1915
County,Sutter County,2020,Annual,Private,5,54199,All Other Professional & Technical Svc,5,10,0,0,0,941203,1825
County,Sutter County,2020,Annual,Private,2,21,Mining,7,43,0,0,0,3921901,1740
County,Sutter County,2020,Annual,Private,5,42383,Industrial Machinery Merchant Whsle,7,253,0,0,0,22800798,1737
County,Tehama County,2020,Annual,Private,6,522292,Real Estate Credit,6,12,0,0,0,1922105,3146
County,Tehama County,2020,Annual,Private,4,2371,Utility System Construction,7,254,0,0,0,35592359,2695
County,Tehama County,2020,Annual,Private,3,237,Heavy and Civil Engineering Construction,12,280,0,0,0,37751861,2589
County,Tehama County,2020,Annual,Private,6,238912,Nonresidential Site Preparation Contrs,5,267,0,0,0,33948531,2448
County,Tehama County,2020,Annual,Private,5,23891,Site Preparation Contractors,9,273,0,0,0,34167304,2407
County,Tehama County,2020,Annual,Private,4,2389,Other Specialty Trade Contractors,16,291,0,0,0,35010721,2313
County,Tehama County,2020,Annual,Private,4,5222,Nondepository Credit Intermediation,8,18,0,0,0,2119966,2244
County,Tehama County,2020,Annual,State Government,6,924110,"Air, Water and Waste Program Admin",5,65,0,0,0,7294238,2164
County,Tehama County,2020,Annual,Private,3,523,Financial Investment & Related Activity,7,12,0,0,0,1338849,2116
County,Tehama County,2020,Annual,Private,5,53119,Lessors of Other Real Estate Property,5,11,0,0,0,1153101,1957
County,Trinity County,2020,Annual,Local Government,3,221,Utilities,3,39,0,0,0,4132617,2060
County,Trinity County,2020,Annual,Federal Government,6,541715,"Research and Dvlpmt in PS, ES, and Life Sci (except Nanotech and Biotech)",1,9,0,0,0,734907,1585
County,Trinity County,2020,Annual,Private,4,1119,Other Crop Farming,4,7,0,0,0,587589,1559
County,Trinity County,2020,Annual,Private,3,484,Truck Transportation,4,5,0,0,0,373934,1463
County,Trinity County,2020,Annual,Federal Government,4,9241,Administration of Environmental Programs,4,173,0,0,0,13166559,1461
County,Trinity County,2020,Annual,Private,6,541611,Administrative Management Consulting Svc,6,26,0,0,0,1828644,1370
County,Trinity County,2020,Annual,Private,5,23731,"Highway, Street, and Bridge Construction",3,9,0,0,0,564318,1277
County,Trinity County,2020,Annual,Private,3,111,Crop Production,6,13,0,0,0,860070,1240
County,Trinity County,2020,Annual,Private,4,5173,Wired and Wireless Telecommunications Carriers,3,14,0,0,0,889853,1230
County,Trinity County,2020,Annual,Private,4,5416,Management & Technical Consulting Svc,9,34,0,0,0,2127314,1209
County,Tulare County,2020,Annual,Private,6,522292,Real Estate Credit,13,140,0,0,0,24813650,3406
County,Tulare County,2020,Annual,Private,5,52311,Investment Banking & Securities Dealing,4,9,0,0,0,1570712,3295
County,Tulare County,2020,Annual,Private,5,52312,Securities Brokerage,14,49,0,0,0,7066261,2750
County,Tulare County,2020,Annual,Private,3,221,Utilities,32,702,0,0,0,96524301,2644
County,Tulare County,2020,Annual,Private,4,5222,Nondepository Credit Intermediation,37,283,0,0,0,36061285,2448
County,Tulare County,2020,Annual,Federal Government,5,92119,Other General Government Support,1,1,0,0,0,86077,2207
County,Tulare County,2020,Annual,Private,6,522298,All Other Nondeposit Credit Intermediatn,7,93,0,0,0,9092070,1887
County,Tulare County,2020,Annual,Private,5,42472,Other Petroleum Merchant Wholesalers,6,160,0,0,0,15387529,1854
County,Tulare County,2020,Annual,Private,6,424490,Other Grocery Product Merchant Whsle,9,119,0,0,0,11347965,1834
County,Tulare County,2020,Annual,Private,4,2371,Utility System Construction,39,765,0,0,0,72683996,1828
County,Tuolumne County,2020,Annual,Private,5,62111,Offices of Physicians,67,229,0,0,0,28119463,2363
County,Tuolumne County,2020,Annual,Federal Government,2,54,Professional and Technical Services,1,6,0,0,0,677477,2266
County,Tuolumne County,2020,Annual,Private,4,5415,Computer Systems Design and Rel Services,9,35,0,0,0,3747677,2049
County,Tuolumne County,2020,Annual,Federal Government,6,621111,"Offices of Physicians, ex. Mental Health",1,23,0,0,0,2315961,1965
County,Tuolumne County,2020,Annual,Private,6,237990,Other Heavy Construction,3,70,0,0,0,6545067,1802
County,Tuolumne County,2020,Annual,Private,3,334,Computer and Electronic Product Mfg,5,69,0,0,0,6270011,1739
County,Tuolumne County,2020,Annual,Private,5,62149,Other Outpatient Care Centers,3,21,0,0,0,1910141,1729
County,Tuolumne County,2020,Annual,Private,6,113310,Logging,13,58,0,0,0,5105808,1703
County,Tuolumne County,2020,Annual,Private,4,5231,Security & Commodity Investment Activity,8,17,0,0,0,1470077,1688
County,Tuolumne County,2020,Annual,Private,2,21,Mining,4,70,0,0,0,6002574,1653
United States,United States,2020,Annual,Private,6,711211,Sports Teams and Clubs,2598,63185,0,0,0,18790742825,5719
United States,United States,2020,Annual,Private,6,721199,All Other Traveler Accommodation,2259,15738,0,0,0,4582115601,5599
United States,United States,2020,Annual,Private,6,334111,Electronic Computer Manufacturing,805,109294,0,0,0,31581658970,5557
United States,United States,2020,Annual,Private,6,523130,Commodity Contracts Dealing,1674,13640,0,0,0,3467471251,4889
United States,United States,2020,Annual,Private,6,523910,Miscellaneous Intermediation,7000,30138,0,0,0,7495407345,4783
United States,United States,2020,Annual,Private,5,33411,Computers and Peripheral Equipment,1890,159293,0,0,0,38528474124,4651
United States,United States,2020,Annual,Private,5,52312,Securities Brokerage,29928,278040,0,0,0,63608019933,4399
United States,United States,2020,Annual,Private,6,525910,Open-End Investment Funds,614,1866,0,0,0,392973359,4049
United States,United States,2020,Annual,Private,6,541714,Research and Development in Biotechnology (except Nanobiotechnology),11482,228329,0,0,0,47606930249,4010
United States,United States,2020,Annual,Private,4,5232,Securities and Commodity Exchanges,343,6055,0,0,0,1261812385,4008
County,Ventura County,2020,Annual,Private,6,541512,Computer Systems Design Services,179,1287,0,0,0,414816490,6200
County,Ventura County,2020,Annual,Private,3,525,"Funds, Trusts & Other Financial Vehicles",9,57,0,0,0,16755236,5653
County,Ventura County,2020,Annual,Private,6,523120,Securities Brokerage,63,272,0,0,0,63881377,4519
County,Ventura County,2020,Annual,Private,4,5231,Security & Commodity Investment Activity,94,456,0,0,0,102032021,4305
County,Ventura County,2020,Annual,Private,5,52391,Miscellaneous Intermediation,7,13,0,0,0,2841559,4231
County,Ventura County,2020,Annual,Private,5,52311,Investment Banking & Securities Dealing,29,178,0,0,0,37471343,4043
County,Ventura County,2020,Annual,Private,4,2372,Land Subdivision,5,4,0,0,0,922796,4018
County,Ventura County,2020,Annual,Private,4,4242,Druggists' Goods Merchant Wholesalers,51,1474,0,0,0,301868714,3938
County,Ventura County,2020,Annual,Private,3,518,"ISPs, Search Portals, & Data Processing",33,542,0,0,0,109204529,3877
County,Ventura County,2020,Annual,Private,5,54151,Computer Systems Design and Rel Services,395,2770,0,0,0,555659981,3858
County,Yolo County,2020,Annual,Private,6,522292,Real Estate Credit,6,43,0,0,0,8812730,3919
County,Yolo County,2020,Annual,Private,5,42349,Other Professional Goods Merchant Whsle,3,46,0,0,0,7789921,3268
County,Yolo County,2020,Annual,Private,4,5239,Other Financial Investment Activities,18,48,0,0,0,7929066,3188
County,Yolo County,2020,Annual,Federal Government,3,921,"Executive, Legislative, & Gen Government",1,0,0,0,0,55076,3177
County,Yolo County,2020,Annual,Private,6,621111,"Offices of Physicians, ex. Mental Health",75,586,0,0,0,95322599,3130
County,Yolo County,2020,Annual,Private,5,62111,Offices of Physicians,91,622,0,0,0,98820115,3057
County,Yolo County,2020,Annual,Private,5,52229,Other Nondeposit Credit Intermediation,14,93,0,0,0,14140074,2919
County,Yolo County,2020,Annual,Private,6,551114,Managing Offices,24,1097,0,0,0,160627198,2817
County,Yolo County,2020,Annual,Private,3,523,Financial Investment & Related Activity,43,95,0,0,0,13450576,2716
County,Yolo County,2020,Annual,Private,4,3253,Agricultural Chemical Manufacturing,4,143,0,0,0,19486227,2625
County,Yuba County,2020,Annual,Private,3,237,Heavy and Civil Engineering Construction,7,71,0,0,0,8928603,2430
County,Yuba County,2020,Annual,Private,3,336,Transportation Equipment Manufacturing,5,90,0,0,0,11415029,2428
County,Yuba County,2020,Annual,Private,3,551,Management of Companies and Enterprises,4,118,0,0,0,14008975,2283
County,Yuba County,2020,Annual,Private,5,42512,Wholesale Trade Agents and Brokers,4,9,0,0,0,991463,2099
County,Yuba County,2020,Annual,Private,5,62111,Offices of Physicians,11,93,0,0,0,9754065,2022
County,Yuba County,2020,Annual,Private,4,5416,Management & Technical Consulting Svc,11,45,0,0,0,4424111,1905
County,Yuba County,2020,Annual,Private,6,541511,Custom Computer Programming Services,5,59,0,0,0,5740827,1869
County,Yuba County,2020,Annual,State Government,5,92612,Transportation Program Administration,11,1080,0,0,0,104287610,1856
County,Yuba County,2020,Annual,Private,5,54133,Engineering Services,12,42,0,0,0,4008791,1847
County,Yuba County,2020,Annual,State Government,1,102,Service-Providing,15,1124,0,0,0,106890539,1830
County,Alameda County,2021,Annual,Private,6,711211,Sports Teams and Clubs,11,398,0,0,0,143141901,6909
County,Alameda County,2021,Annual,Private,6,325612,Polish and Sanitation Good Manufacturing,3,23,0,0,0,7210297,6095
County,Alameda County,2021,Annual,Private,6,518210,Data Processing and Related Services,135,6297,0,0,0,1921657295,5868
County,Alameda County,2021,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,63,231,0,0,0,59389985,4944
County,Alameda County,2021,Annual,Private,6,339115,Ophthalmic Goods Manufacturing,8,440,0,0,0,109245972,4777
County,Alameda County,2021,Annual,Private,6,333242,Semiconductor Machinery Manufacturing,45,4854,0,0,0,1193459713,4729
County,Alameda County,2021,Annual,Private,6,541513,Computer Facilities Management Services,26,266,0,0,0,62293124,4502
County,Alameda County,2021,Annual,Private,5,71121,Spectator Sports,41,677,0,0,0,156553968,4449
County,Alameda County,2021,Annual,Private,5,52312,Securities Brokerage,75,393,0,0,0,89453738,4382
County,Alameda County,2021,Annual,Private,6,541714,Research and Development in Biotechnology (except Nanobiotechnology),198,6357,0,0,0,1429799950,4326
County,Alpine County,2021,Annual,Private,2,1024,Professional and Business Services,7,50,0,0,0,3142648,1211
County,Alpine County,2021,Annual,Federal Government,3,491,Postal Service,1,0,0,0,0,15180,1168
County,Alpine County,2021,Annual,Local Government,4,2213,"Water, Sewage and Other Systems",3,31,0,0,0,1572670,986
County,Alpine County,2021,Annual,Private,6,236115,New Single-Family Housing Construction,4,11,0,0,0,548247,951
County,Alpine County,2021,Annual,Total Covered,0,10,"Total, All Industries",84,693,0,0,0,31756681,882
County,Alpine County,2021,Annual,Private,2,53,Real Estate and Rental and Leasing,6,28,0,0,0,1158903,810
County,Alpine County,2021,Annual,Private,1,101,Goods-Producing,6,15,0,0,0,612164,803
County,Alpine County,2021,Annual,Private,2,1026,Leisure and Hospitality,11,299,0,0,0,12116848,780
County,Alpine County,2021,Annual,Private,4,7211,Traveler Accommodation,3,31,0,0,0,1158407,715
County,Alpine County,2021,Annual,Private,3,813,Membership Organizations & Associations,4,15,0,0,0,392906,498
County,Amador County,2021,Annual,Private,3,221,Utilities,4,75,0,0,0,11839053,3022
County,Amador County,2021,Annual,Private,5,54161,Management Consulting Services,8,14,0,0,0,1521496,2128
County,Amador County,2021,Annual,Private,6,332710,Machine Shops,4,37,0,0,0,4018622,2098
County,Amador County,2021,Annual,Private,6,621111,"Offices of Physicians, ex. Mental Health",24,79,0,0,0,8446308,2045
County,Amador County,2021,Annual,Private,6,523930,Investment Advice,4,9,0,0,0,953516,2019
County,Amador County,2021,Annual,Private,3,523,Financial Investment & Related Activity,8,14,0,0,0,1439013,1965
County,Amador County,2021,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,3,4,0,0,0,421405,1907
County,Amador County,2021,Annual,Private,6,541511,Custom Computer Programming Services,4,18,0,0,0,1746012,1831
County,Amador County,2021,Annual,Private,4,5415,Computer Systems Design and Rel Services,13,29,0,0,0,2729141,1815
County,Amador County,2021,Annual,Private,6,541512,Computer Systems Design Services,9,11,0,0,0,983129,1786
County,Butte County,2021,Annual,Private,6,813920,Professional Organizations,6,20,0,0,0,4184943,3958
County,Butte County,2021,Annual,Private,6,522292,Real Estate Credit,10,147,0,0,0,25798421,3383
County,Butte County,2021,Annual,Private,6,523930,Investment Advice,27,84,0,0,0,12759107,2939
County,Butte County,2021,Annual,Private,5,52229,Other Nondeposit Credit Intermediation,19,184,0,0,0,27574448,2878
County,Butte County,2021,Annual,Private,4,5222,Nondepository Credit Intermediation,21,187,0,0,0,27778732,2853
County,Butte County,2021,Annual,Federal Government,6,928120,International Affairs,1,1,0,0,0,70774,2722
County,Butte County,2021,Annual,Private,4,5239,Other Financial Investment Activities,35,118,0,0,0,15069800,2453
County,Butte County,2021,Annual,Private,6,523120,Securities Brokerage,21,60,0,0,0,7300315,2343
County,Butte County,2021,Annual,Federal Government,5,92212,Police Protection,1,6,0,0,0,717227,2299
County,Butte County,2021,Annual,Private,6,621111,"Offices of Physicians, ex. Mental Health",129,1148,0,0,0,126522872,2120
County,Calaveras County,2021,Annual,Private,3,221,Utilities,6,107,0,0,0,15735059,2817
County,Calaveras County,2021,Annual,Private,4,5313,Activities Related to Real Estate,7,39,0,0,0,3765923,1837
County,Calaveras County,2021,Annual,Private,4,4238,Machinery & Supply Merchant Wholesalers,3,12,0,0,0,1106638,1786
County,Calaveras County,2021,Annual,Private,6,238912,Nonresidential Site Preparation Contrs,5,40,0,0,0,3544732,1690
County,Calaveras County,2021,Annual,Local Government,6,221310,Water Supply and Irrigation Systems,4,94,0,0,0,7784264,1585
County,Calaveras County,2021,Annual,Private,5,54133,Engineering Services,5,27,0,0,0,2126945,1515
County,Calaveras County,2021,Annual,Private,3,237,Heavy and Civil Engineering Construction,10,116,0,0,0,8904193,1479
County,Calaveras County,2021,Annual,Private,5,23891,Site Preparation Contractors,13,72,0,0,0,5490220,1468
County,Calaveras County,2021,Annual,Private,3,524,Insurance Carriers & Related Activities,10,31,0,0,0,2266841,1410
County,Calaveras County,2021,Annual,Private,4,6211,Offices of Physicians,20,81,0,0,0,5912244,1408
California - Statewide,California,2021,Annual,Private,5,51919,All Other Information Services,121,3954,0,0,0,3092181331,15040
California - Statewide,California,2021,Annual,Private,6,522320,Financial Transaction Process/Clearing,966,17117,0,0,0,11765963404,13219
California - Statewide,California,2021,Annual,Private,5,48531,Taxi Service,131,6968,0,0,0,3253514499,8979
California - Statewide,California,2021,Annual,Private,6,519130,Internet publishing and web search portals,3327,127027,0,0,0,55606971935,8418
California - Statewide,California,2021,Annual,Private,6,334111,Electronic Computer Manufacturing,215,69150,0,0,0,28557308867,7942
California - Statewide,California,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,1286,9651,0,0,0,3878787570,7729
California - Statewide,California,2021,Annual,Private,6,517919,All Other Telecommunications,444,5920,0,0,0,2351133481,7638
California - Statewide,California,2021,Annual,Private,5,33411,Computers and Peripheral Equipment,424,79932,0,0,0,30579309205,7357
California - Statewide,California,2021,Annual,Private,5,52391,Miscellaneous Intermediation,1136,6263,0,0,0,2280002604,7000
California - Statewide,California,2021,Annual,Private,6,334413,Semiconductor and Related Devices,632,42632,0,0,0,15382673633,6939
County,Colusa County,2021,Annual,Private,2,22,Utilities,5,36,0,0,0,5260629,2850
County,Colusa County,2021,Annual,Private,4,4249,Misc Nondurable Goods Merchant Whsle,10,178,0,0,0,16268411,1755
County,Colusa County,2021,Annual,Federal Government,3,924,Administration of Environmental Programs,2,28,0,0,0,2241272,1535
County,Colusa County,2021,Annual,Private,3,424,"Merchant Wholesalers, Nondurable Goods",15,327,0,0,0,25893764,1524
County,Colusa County,2021,Annual,Federal Government,2,1028,Public Administration,4,32,0,0,0,2504052,1493
County,Colusa County,2021,Annual,Private,3,522,Credit Intermediation & Related Activity,8,55,0,0,0,4263916,1484
County,Colusa County,2021,Annual,Private,4,6211,Offices of Physicians,6,38,0,0,0,2814076,1424
County,Colusa County,2021,Annual,Private,2,52,Finance and Insurance,16,80,0,0,0,5885933,1408
County,Colusa County,2021,Annual,Private,4,3112,Grain and Oilseed Milling,9,568,0,0,0,41065420,1391
County,Colusa County,2021,Annual,Private,2,42,Wholesale Trade,27,580,0,0,0,40676296,1350
County,Contra Costa County,2021,Annual,Private,4,5259,Other Investment Pools and Funds,8,63,0,0,0,25872932,7929
County,Contra Costa County,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,44,317,0,0,0,129130205,7832
County,Contra Costa County,2021,Annual,Private,5,52312,Securities Brokerage,65,512,0,0,0,151820269,5699
County,Contra Costa County,2021,Annual,Private,6,541214,Payroll Services,16,207,0,0,0,60628032,5639
County,Contra Costa County,2021,Annual,Private,4,5112,Software Publishers,87,1411,0,0,0,367205748,5004
County,Contra Costa County,2021,Annual,Private,3,523,Financial Investment & Related Activity,492,2434,0,0,0,537585563,4247
County,Contra Costa County,2021,Annual,Private,3,511,Publishing Industries,121,1761,0,0,0,388015544,4236
County,Contra Costa County,2021,Annual,Private,6,541511,Custom Computer Programming Services,340,2501,0,0,0,538011865,4137
County,Contra Costa County,2021,Annual,Private,5,54182,Public Relations Agencies,18,44,0,0,0,9259635,4047
County,Contra Costa County,2021,Annual,Private,6,621512,Diagnostic Imaging Centers,13,280,0,0,0,56990015,3918
